trialType,trialID,blockID,leftStim,rightStim,leftStimType,rightStimType,leftLabel,rightLabel,leftAudio,rightAudio,trialDuration,trialStartSilence,trialEndSilence,AG,AGType,AGImage,AGAudio,AGVideo,AGTime,AGgetInput,AGWidth,AGHeight
activeTest,1,1,A-B_A_Left,CP_C_Right,boundary,prototype,bosa,doff,three_bosas,three_doffs,5000,0,0,0,,,,,,,,
