timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
1402602.6635000017,startContingent,,,,
1402617.5250000088,,away,
1402634.535900026,,away,
1402650.691100047,,away,
1402666.7124000378,,away,
1402683.8727000286,,away,
1402701.084500004,,away,
1402717.9691000492,,away,
1402734.4478000305,,away,
1402750.8289000252,,away,
1402767.5890000537,,away,
1402783.9258000022,,away,
1402800.7980000111,,none,
1402817.3450000468,,away,
1402834.0564000537,,away,
1402851.1361000128,,away,
1402867.8587000468,,away,
1402884.3265000032,,none,
1402901.047900028,,none,
1402917.571500002,,away,
1402934.337600018,,away,
1402950.2937000361,,none,
1402967.8749000304,,away,
1402983.6308000376,,away,
1402999.8948000139,,away,
1403016.6409000522,,away,
1403033.477400022,,away,
1403050.1191000221,,away,
1403066.8532000273,,away,
1403083.2895000349,,away,
1403100.2945000073,,none,
1403117.469400051,,none,
1403133.6052000406,,none,
1403150.0057000085,,away,
1403167.3650000012,,none,
1403184.6877000062,,away,
1403201.329100004,,away,
1403217.7140000276,,away,
1403234.4230000162,,away,
1403250.1096000196,,away,
1403266.9910000404,,none,
1403283.1710000173,,away,
1403300.205400039,,none,
1403316.4962000446,,none,
1403333.4684000001,,none,
1403349.7126000002,,away,
1403366.9486000435,,away,
1403383.165200008,,away,
1403400.273700012,,away,
1403416.7837999994,,right,
1403435.0768000004,,right,
1403450.607500039,,right,
1403467.0374999987,,away,
1403483.496300003,,away,
1403500.4309000215,,away,
1403516.591600026,,right,
1403533.713300014,,right,
1403550.0264000148,,right,
1403566.7711000424,,right,
1403583.4885000368,selection1    right,right,
1403584.444600041,audio1,right,right
1403585.0041000522,,right,right
1403603.3832000103,,right,right
1403621.242800029,,right,right
1403639.5297000417,,right,right
1403657.7441000263,,right,right
1403675.377800013,,right,right
1403691.8108000536,,right,right
1403716.4974000189,,right,right
1403734.520099999,,right,right
1403752.552000049,,right,right
1403770.8550000098,,right,right
1403787.952200044,,right,right
1403803.9870000212,,right,right
1403821.0826000432,,right,right
1403838.0372000393,,right,right
1403855.511300033,,right,right
1403872.6078000036,,right,right
1403888.763600029,,right,right
1403906.241800054,,right,right
1403928.2720000483,,right,right
1403944.7662000312,,right,right
1403968.3701000176,,right,right
1403985.0296000368,,right,right
1404001.2670000433,,right,right
1404018.7326000305,,right,right
1404037.064800039,,right,right
1404053.474800021,,right,right
1404070.1298000058,,right,right
1404085.6374000432,,right,right
1404102.7443000348,,right,right
1404119.30760002,,away,right
1404136.1436000443,,right,right
1404152.3798000417,,right,right
1404170.2917000512,,right,right
1404187.6847000094,,right,right
1404204.4487000094,,right,right
1404221.1137000122,,right,right
1404239.3578000483,,right,right
1404255.6609000312,,right,right
1404273.6719000386,,right,right
1404297.874400043,,right,right
1404315.4952000477,,right,right
1404332.488300046,,right,right
1404353.0370000517,,right,right
1404369.9246000033,,right,right
1404387.655700033,,right,right
1404404.8033000436,,right,right
1404424.3513000547,,right,right
1404443.5004000552,,right,right
1404460.618800018,,right,right
1404478.745200031,,right,right
1404498.3055000193,,right,right
1404523.1776,,right,right
1404539.9967000121,,right,right
1404555.1239000051,,right,right
1404572.4172000191,,right,right
1404588.500200014,,right,right
1404604.7378000221,,away,right
1404621.3606000529,,right,right
1404637.832300039,,right,right
1404654.5004000072,,right,right
1404670.802000037,,right,right
1404688.452500035,,right,right
1404705.3382000304,,right,right
1404722.129200003,,right,right
1404739.0656000352,,right,right
1404754.6259000083,,right,right
1404771.496500005,,right,right
1404796.10950005,,right,right
1404810.9519000282,,right,right
1404834.4466000563,,right,right
1404851.5459000482,,right,right
1404868.0806000484,,right,right
1404884.7412000177,,right,right
1404901.8183000153,,right,right
1404918.7074000365,,right,right
1404936.3203000394,,right,right
1404952.4115000386,,right,right
1404969.7193000466,,right,right
1404986.4718000172,,right,right
1405003.0482000438,,right,right
1405018.86750001,,right,right
1405035.7134000515,,right,right
1405059.1198000475,,right,right
1405082.17780001,,right,right
1405099.7598000104,,right,right
1405117.2183000017,,right,right
1405134.4253999996,,right,right
1405151.3031000504,,away,right
1405168.3546000277,,right,right
1405186.3276000367,,right,right
1405204.363100056,,away,right
1405221.190500015,,right,right
1405239.5999000291,,right,right
1405255.788600014,,away,right
1405272.5330000394,,away,right
1405289.504400047,,right,right
1405305.9697000426,,right,right
1405322.3938000156,,right,right
1405339.7833000054,,right,right
1405357.7309000539,,right,right
1405456.630700035,,away,right
1405469.3955000257,,away,right
1405485.3042000323,,right,right
1405503.3571000095,,right,right
1405519.7754000546,,right,right
1405536.7455000523,,right,right
1405553.427900013,,right,right
1405570.9020000068,,right,right
1405592.7158000413,,right,right
1405615.5775000225,,right,right
1405633.808100014,,right,right
1405650.4433000227,,right,right
1405667.4879000057,,right,right
1405684.5584000112,,away,right
1405701.959100028,,away,right
1405718.4972000541,,away,right
1405735.555500025,,right,right
1405751.913300017,,away,right
1405768.9662000048,,away,right
1405785.4737000307,,away,right
1405803.7012999994,,away,right
1405828.1957000145,,away,right
1405849.2735000327,,away,right
1405866.189900029,,away,right
1405883.8598000002,,away,right
1405901.3618000317,,away,right
1405918.2819999987,,right,right
1405935.0163000054,,right,right
1405951.7405000515,,away,right
1405968.947800051,,right,right
1405985.4114000336,,away,right
1406003.560400044,,away,right
1406019.2629000521,,away,right
1406036.637900048,,away,right
1406052.4323999998,,right,right
1406069.261400029,,right,right
1406085.4366000276,,away,right
1406103.726100002,,away,right
1406119.5058000158,,right,right
1406135.186700034,,right,right
1406152.0856000134,,away,right
1406169.867700024,,right,right
1406186.2913000514,,away,right
1406202.1464999998,,right,right
1406218.4920000145,,away,right
1406234.9808000145,,away,right
1406251.5005000168,,away,right
1406268.2760000462,,away,right
1406284.9672000157,,away,right
1406301.9621000276,,away,right
1406318.9146000077,,away,right
1406335.2407000493,,away,right
1406352.6669000275,,away,right
1406371.4286000468,,away,right
1406386.9964000187,,away,right
1406402.9656000203,,right,right
1406419.0718000173,,away,right
1406435.6277000043,,away,right
1406452.2180000204,,right,right
1406469.039800053,,away,right
1406484.9053000216,,right,right
1406502.070800052,,right,right
1406518.9403000404,,away,right
1406535.5914000538,,away,right
1406552.0907000173,,away,right
1406568.7432000414,,away,right
1406585.0596000091,,right,right
1406601.9266000367,,right,right
1406616.2029000116,,right,right
1406638.3088000002,,right,right
1406665.335800033,,right,right
1406682.1022000513,,right,right
1406698.9593000035,,right,right
1406715.7191000297,,right,right
1406732.4910000316,,right,right
1406749.9052000348,,right,right
1406766.704300011,,right,right
1406783.7889000075,,right,right
1406800.6923000212,,right,right
1406817.9638000438,,right,right
1406835.3767000372,,right,right
1406851.377300045,,right,right
1406868.4114000062,,right,right
1406885.3389000287,,right,right
1406902.0860000164,,right,right
1406918.965400022,,right,right
1406935.1667000446,,right,right
1406951.683500025,,right,right
1406968.8912000274,,right,right
1406984.9888000172,,right,right
1407002.7345000417,,right,right
1407020.1424000552,,right,right
1407038.4367000079,,right,right
1407054.198400001,,right,right
1407071.225600026,,right,right
1407087.0316000073,,right,right
1407103.2717000344,,right,right
1407120.1551000122,,right,right
1407136.8658000138,,right,right
1407153.5731000477,,right,right
1407169.949800009,,right,right
1407187.5874000252,,right,right
1407205.3336000536,,right,right
1407221.4958000113,,away,right
1407237.4587000231,,right,right
1407255.1320000202,,right,right
1407281.4907000284,,right,right
1407299.0286000422,,right,right
1407316.2778000114,,right,right
1407333.3121000323,,right,right
1407349.387400027,,right,right
1407367.0250000432,,right,right
1407384.2550000409,,right,right
1407401.730200043,,right,right
1407420.541300031,,right,right
1407439.558300015,,right,right
1407465.7460000017,,right,right
