timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
1075368.501799996,startContingent,,,,
1075388.1459000113,,none,
1075405.4373000108,,none,
1075422.2097000165,,none,
1075438.557800022,,none,
1075456.462000002,,none,
1075472.4224999954,,none,
1075488.7474999996,,none,
1075505.9831000108,,none,
1075522.5069000153,,none,
1075538.4621999983,,none,
1075556.0090000217,,none,
1075573.0569000007,,none,
1075588.8023000152,,none,
1075604.9933000177,,none,
1075622.331999999,,none,
1075638.656199997,,none,
1075657.9959999945,,none,
1075672.8626000113,,none,
1075688.2640999975,,none,
1075705.7808999962,,left,
1075723.190699995,,left,
1075738.5257999995,,left,
1075755.5856000108,,left,
1075772.8835000016,,left,
1075788.7391000113,,left,
1075805.9410999995,,left,
1075822.3992999992,,left,
1075838.407800009,,left,
1075857.0622999978,selection1    left,left,left
1075857.948400022,audio1,left,left
1075858.4462,,left,left
1075872.92970001,,left,left
1075889.239400014,,left,left
1075905.822300003,,left,left
1075922.8691000026,,left,left
1075939.558300015,,left,left
1075955.6943000061,,left,left
1075972.3592000082,,left,left
1075989.1409999982,,left,left
1076005.011000001,,left,left
1076023.0115000159,,left,left
1076038.7951000012,,left,left
1076056.311000022,,left,left
1076072.2331000143,,left,left
1076088.9709000185,,left,left
1076105.302400014,,left,left
1076121.8773,,left,left
1076138.8430999941,,left,left
1076155.3844000155,,left,left
1076171.992699994,,left,left
1076188.9965000155,,left,left
1076206.3554000051,,left,left
1076223.6846000014,,left,left
1076240.5257000064,,left,left
1076258.7370999972,,left,left
1076281.7389999982,,left,left
1076309.72260001,,left,left
1076323.7435000192,,left,left
1076340.0478000112,,left,left
1076356.1145999993,,left,left
1076372.942100017,,left,left
1076389.6619000006,,left,left
1076405.8970000187,,left,left
1076422.6200999983,,left,left
1076439.6526000055,,left,left
1076455.7621999993,,left,left
1076472.086099995,,left,left
1076488.8100000098,,left,left
1076505.285799998,,left,left
1076522.6659000036,,left,left
1076538.9413000084,,left,left
1076555.269000004,,left,left
1076572.1531000163,,left,left
1076589.1161000181,,left,left
1076606.4728000201,,left,left
1076622.1541000123,,left,left
1076638.9049999998,,left,left
1076656.1427999986,,left,left
1076672.28660002,,left,left
1076691.2037000002,,left,left
1076705.8655,,left,left
1076722.7971999964,,left,left
1076739.3290000036,,left,left
1076755.5052000098,,left,left
1076772.157200001,,left,left
1076789.3160000094,,left,left
1076808.4409000003,,left,left
1076824.389800022,,left,left
1076840.2115000063,,left,left
1076856.2355000176,,left,left
1076872.4996999954,,left,left
1076889.8178999953,,left,left
